#disease_state	mutant p53	mutant p53	mutant p53	mutant p53	mutant p53	mutant p53
Probesets	GSM79144	GSM79118	GSM79147	GSM79241	GSM79122	GSM79227
219915_s_at	4.693513	4.629887	4.530278	4.965184	4.818964	4.69248
219916_s_at	8.377788	7.526546	7.18685	7.204785	7.501526	7.491954
219917_at	6.885857	6.745973	6.485023	6.774315	6.784367	6.912418
219918_s_at	6.779259	6.996812	8.574652	6.84121	8.214408	8.284439
219919_s_at	7.341592	8.150509	7.588466	7.737897	7.329937	6.877067
219920_s_at	7.408121	8.340272	7.936031	8.292694	7.994218	8.188223
219921_s_at	6.217699	5.698996	5.561729	5.499111	5.766337	5.694082
219922_s_at	7.535629	8.137622	8.41751	8.644713	8.856037	7.898638
219923_at	7.075994	7.522082	6.921512	7.062336	7.129218	7.084394
219924_s_at	8.189419	8.333342	8.518275	8.004433	8.406049	9.79365
219925_at	4.060356	4.195248	4.173746	4.069731	3.915437	4.361165
219926_at	6.276761	5.775229	5.767768	5.938634	5.990539	6.787953
219927_at	3.853517	3.823988	3.831075	3.600908	3.896179	3.800443
219928_s_at	5.961031	6.122141	6.444296	5.82724	6.301859	7.047225
219929_s_at	5.66651	5.753727	5.579807	6.130469	5.50703	5.530763
219930_at	5.154155	4.495507	4.721275	4.765329	4.67889	4.917258
219931_s_at	6.245499	6.510294	6.542758	6.075517	6.255023	6.895114
219932_at	4.109199	4.000814	4.304888	3.916409	4.240398	4.343501
219933_at	8.166552	8.751881	9.757546	8.451847	8.40608	8.973011
219934_s_at	4.390342	4.179267	4.172171	3.966648	4.387155	4.220837
219935_at	8.503631	7.494406	7.116307	7.494358	8.050155	7.886471
219936_s_at	4.322386	3.88943	5.764705	3.805408	3.957791	4.375805
219937_at	3.914534	3.899665	3.912546	3.985164	3.964269	4.001795
219938_s_at	6.347144	7.762795	8.202772	7.341956	6.450578	9.052833
219939_s_at	9.650854	10.455911	10.310191	9.818814	10.230457	9.990104
219940_s_at	7.271842	7.557841	7.941998	7.400787	8.193274	8.341141
219941_at	4.851165	4.745832	4.487186	4.590524	4.384003	4.662068
219942_at	5.682714	5.552292	5.457941	5.616233	5.812701	5.36948
219943_s_at	6.778038	6.441365	6.112348	6.290865	6.220606	6.603329
219944_at	4.867115	4.920179	5.367491	5.195147	5.421785	5.867293
219945_at	4.17153	4.10292	3.7078	4.113578	4.070257	3.996967
219946_x_at	9.045025	9.062482	8.459468	9.162171	10.295841	8.631547
219947_at	4.485376	5.027787	4.900374	4.832199	4.777758	5.720569
219948_x_at	3.34036	3.280062	3.385675	3.386649	3.298355	3.558941
219949_at	3.510206	3.628867	3.73332	3.649361	3.599316	3.708654
219950_s_at	6.729641	6.337861	6.34981	6.241675	6.356336	6.504639
219951_s_at	6.887468	6.968725	6.473342	7.13636	6.566024	6.813599
219952_s_at	7.63088	7.719825	8.189657	7.402271	7.278219	7.4834
219953_s_at	6.034516	6.178945	7.017847	6.19655	6.088143	6.674478
219954_s_at	4.54264	4.435942	4.561119	4.441509	4.480064	4.492788
219955_at	4.220741	4.148682	4.20819	4.295148	4.138943	4.286728
219956_at	10.007722	8.966067	7.849258	7.208124	7.732194	7.761914
219957_at	7.049599	6.216705	5.70421	6.586603	6.21002	5.674269
219958_at	6.458028	6.271734	6.203984	6.520354	6.518847	6.349304
219959_at	5.970531	5.644794	7.385643	5.847398	6.200855	8.194628
219960_s_at	8.131984	8.42909	9.52248	7.678664	8.392148	9.75612
219961_s_at	7.565567	7.589604	7.580521	7.589681	7.597984	7.400659
219962_at	3.757435	3.75819	5.838932	3.598142	3.757091	3.905703
219963_at	6.730068	6.789739	6.528903	6.730951	6.620685	6.645298
219964_at	6.260857	6.153268	5.969204	5.888328	5.9119	5.929927
219965_s_at	3.921895	3.976414	4.066513	3.87245	3.975818	3.796578
219966_x_at	8.81143	8.529053	9.768274	8.61692	9.257464	9.166754
219967_at	6.575379	6.183603	6.458855	6.773019	6.567938	6.627115
219968_at	7.93972	7.60428	7.086831	7.752031	7.578302	7.683583
219969_at	4.107813	4.322854	4.421335	4.127493	4.246336	4.706905
219970_at	4.285171	3.994775	4.029115	4.118686	4.204584	4.747642
219971_at	5.307086	5.674738	5.536349	5.380221	5.511263	6.134471
219972_s_at	4.717269	4.834451	5.06824	5.052978	4.773154	5.094536
219973_at	5.134566	4.790436	4.90339	4.567378	5.033412	5.131364
219974_x_at	7.459709	6.88683	8.812821	7.238653	7.21738	8.818903
219975_x_at	4.102087	3.966235	5.244081	4.071108	4.077548	3.933088
219976_at	7.660159	8.483736	6.936844	9.522954	7.454667	7.639018
219977_at	5.80974	5.633859	5.656669	5.808121	5.723776	5.574313
219978_s_at	7.660545	6.602268	7.230765	8.216556	6.683871	7.33
219979_s_at	3.956978	5.078324	5.486878	4.227114	4.645637	5.347087
219980_at	5.365764	5.433811	5.300205	5.49998	5.517932	5.693889
219981_x_at	8.410734	8.381879	7.639293	8.445395	7.911308	7.970442
219982_s_at	5.80746	6.61385	6.599903	6.401205	6.524659	6.108565
219983_at	6.248905	6.675407	7.773404	5.690329	6.36978	8.143134
219984_s_at	4.870008	5.04589	5.237029	4.486844	4.558091	5.935317
219985_at	5.510315	5.544071	4.858643	5.086363	4.981084	7.744102
219986_s_at	6.875244	6.793168	6.851825	6.924928	6.997236	6.560947
219987_at	5.856824	5.207445	5.146403	5.740801	5.515583	5.62763
219988_s_at	8.239316	8.499244	8.929094	9.778095	8.836964	8.686647
219989_s_at	4.321431	4.396029	4.318577	4.371868	4.243281	4.223224
219990_at	4.424961	4.669647	6.440811	5.011167	5.226772	5.904433
219991_at	7.380016	6.827477	6.830729	6.851916	6.983869	7.174212
219992_at	8.054581	7.661334	7.606853	7.634898	7.789057	7.845454
219993_at	5.393067	5.017263	5.037496	5.226875	5.223176	5.175563
219994_at	4.932003	4.861246	4.753371	4.889841	4.760189	4.938808
219995_s_at	3.779806	3.788929	4.18544	3.676873	4.338807	5.037539
219996_at	5.289508	5.101724	5.006962	5.265052	5.244618	5.209126
219997_s_at	7.510001	7.568281	7.726956	7.251919	7.711488	7.798911
219998_at	6.88367	6.171261	6.487838	6.33143	6.331104	6.284658
219999_at	7.315525	6.964179	6.553476	6.826699	6.859521	6.462857
220000_at	7.017715	6.94405	6.593831	6.831466	6.764405	6.919129
220001_at	4.600388	4.607059	4.548741	4.488253	4.732861	4.539085
220002_at	5.533952	5.449814	5.323412	5.167046	5.331392	5.27466
220003_at	6.765866	6.470503	6.49323	6.588225	6.846587	6.676613
220004_at	3.829559	4.377681	3.783241	4.54273	4.649461	4.552698
220005_at	6.368511	6.766664	5.977117	6.219907	6.431516	6.25212
220006_at	7.176997	6.390966	6.387698	6.552157	6.624018	6.545732
220007_at	6.30524	5.873276	6.133611	6.195858	6.575244	6.171187
220008_at	6.933028	6.781452	6.888528	6.81894	6.892918	6.998619
220009_at	6.852129	5.903055	5.830871	6.2539	6.320866	6.610979
220010_at	5.268548	4.978426	4.899576	4.896332	5.130969	4.980569
220011_at	6.738287	6.712535	7.177332	6.358339	7.259168	6.949661
220012_at	4.790486	5.03497	4.563485	4.816082	4.519651	4.80153
220013_at	6.177587	5.988322	5.938175	5.872851	8.499183	6.724128
220014_at	3.834128	3.957746	4.285903	4.184475	4.780289	4.571043
220015_at	7.33109	7.051078	7.484251	7.105881	7.338158	7.485633
220016_at	6.855463	6.540199	6.124772	8.393394	6.451282	6.819646
220017_x_at	6.69816	6.505274	6.395554	6.451053	6.473866	6.645107
220018_at	3.830854	4.263904	4.666653	4.131046	4.57383	5.101906
220019_s_at	5.689585	5.250876	4.825829	5.1474	4.954026	4.902669
220020_at	6.05655	5.73493	5.557045	5.682994	5.531692	6.083424
220021_at	5.846105	5.891878	5.931215	5.79395	5.932875	5.877323
220022_at	3.694664	3.551649	3.679145	3.679801	3.613666	3.639436
220023_at	6.65315	6.786825	6.793157	6.516363	6.691239	6.648698
220024_s_at	7.427562	7.103086	7.076948	7.21325	7.18807	6.935677
220025_at	4.90602	4.601152	4.534039	4.706467	4.837876	4.65962
220026_at	4.501559	4.16902	4.156858	4.133615	4.443273	4.175959
220027_s_at	7.747691	7.813108	8.176893	7.706126	8.527691	7.317231
220028_at	6.985327	6.650842	6.760393	7.269344	6.927504	6.97246
220029_at	5.660103	5.865482	5.35963	6.609645	5.621369	5.749896
220030_at	5.509223	4.048176	4.111775	4.594425	5.710882	5.079327
220031_at	4.572641	4.677559	4.545229	4.632364	4.657894	4.855966
220032_at	6.551342	6.433448	6.366041	6.575803	6.388378	6.717895
220033_at	6.700692	6.678674	6.416864	6.891346	6.891	6.799227
220034_at	5.122052	5.780111	4.798861	5.147315	5.009776	5.499549
220035_at	6.959971	6.800888	6.426682	7.459047	6.843597	6.453019
220036_s_at	7.748993	7.510555	7.603206	7.85631	7.788372	7.440894
220037_s_at	4.158075	3.78409	3.721902	3.758701	3.762091	3.757466
220038_at	4.756382	6.777837	5.570512	7.890466	6.518531	6.03837
220039_s_at	3.58253	3.653655	3.583238	3.8072	3.677113	3.947196
220040_x_at	7.346211	7.412145	7.609528	7.016837	7.413041	7.482967
220041_at	7.175543	6.870749	7.372474	6.921863	7.416425	6.97587
220042_x_at	8.281565	8.308794	8.35499	8.475747	8.189932	8.645138
220043_s_at	6.482998	6.137985	5.894204	6.068129	6.416738	6.432849
220044_x_at	8.872947	7.850529	8.343538	8.136364	7.542016	7.852975
220045_at	6.27943	6.164402	5.923184	6.301066	6.228002	6.0537
220046_s_at	9.149341	8.532959	8.866728	8.489606	8.81449	8.614798
220047_at	4.932003	4.867585	4.758814	4.814752	4.894829	4.946179
220048_at	7.007502	6.699648	6.55403	6.562526	6.698429	6.578498
220049_s_at	5.360924	5.621294	5.16166	5.13492	5.246293	5.782322
220050_at	5.309634	5.474317	6.318814	5.049975	6.194899	5.843595
220051_at	5.621023	5.659225	6.198601	5.131763	5.384716	5.610158
220052_s_at	7.67152	7.642484	7.549762	7.907939	7.436838	7.464556
220053_at	7.502272	7.131215	6.96188	7.058677	7.168585	7.288914
220054_at	6.141096	6.047909	5.996499	6.049963	6.23419	6.359628
220055_at	4.326522	4.269738	4.326269	4.214643	4.144851	4.289831
220056_at	5.828579	5.567231	5.491651	5.489458	6.295651	5.435428
220057_at	5.28878	5.440792	5.38262	5.388106	5.221537	4.889906
220058_at	5.787394	5.859211	6.059937	6.069264	6.307858	6.008263
220059_at	4.620146	4.85197	4.850789	4.76498	4.479593	5.226696
220060_s_at	4.78171	4.668026	5.203839	4.781674	5.001114	6.143487
220061_at	6.796364	6.548616	6.203653	6.485322	6.517681	6.286138
220062_s_at	5.653029	5.716732	5.608805	5.536463	5.604594	5.843849
220063_at	7.363955	6.751932	6.62786	6.842532	6.838831	6.736612
220064_at	5.956145	5.545918	5.693458	5.527784	5.671974	5.511922
220065_at	6.085184	5.500184	6.119757	5.421803	5.815889	5.430866
220066_at	5.932994	6.778413	6.48724	6.359433	7.449264	6.266808
220067_at	7.23732	6.944961	6.598228	6.927317	7.656252	6.964419
220068_at	6.456572	6.752212	6.610368	6.273672	6.62378	6.575569
220069_at	6.060326	5.7572	5.778195	5.970648	5.806785	5.866371
220070_at	7.010361	7.024581	6.87659	6.80777	7.067921	6.866484
220071_x_at	9.292108	8.557593	8.063985	8.884926	8.468656	8.101012
220072_at	8.32681	7.748724	6.916786	9.973152	7.627457	7.329857
220073_s_at	7.483885	6.796073	6.954594	6.767331	8.826991	7.308347
220074_at	6.517032	6.183462	6.07345	5.969096	6.201032	6.219597
220075_s_at	4.523089	4.28959	4.456671	4.294204	4.412775	4.467009
220076_at	6.246389	5.895934	5.596332	6.23574	6.057669	5.949899
220077_at	6.070654	5.863789	5.783896	6.045471	6.060165	5.947041
220078_at	5.609404	5.362428	5.799499	5.461434	5.6183	5.528703
220079_s_at	8.434714	8.604421	9.141001	8.414323	8.667686	7.961424
220080_at	5.057893	5.004266	5.067601	4.767992	4.994565	5.071359
220081_x_at	8.6281	8.806528	7.741141	8.813933	8.03683	8.06074
220082_at	6.691334	6.319591	6.094439	6.116367	6.272535	6.172361
220083_x_at	4.401411	4.66835	5.992982	4.015529	4.770132	6.477245
220084_at	3.523325	3.537824	3.534061	3.589194	3.674648	3.60872
220085_at	5.942234	5.666637	5.948945	6.770549	6.352518	5.969388
220086_at	5.753517	5.554405	5.659477	5.744217	5.760587	6.186091
220087_at	4.355467	4.353895	4.445722	4.611928	4.520714	4.740557
220088_at	6.399484	6.682434	6.603765	6.824331	6.205801	7.226299
220089_at	4.611657	4.621623	4.527646	4.549862	4.668495	4.842458
220090_at	5.844245	5.502834	5.359236	5.299719	5.770142	5.6925
220091_at	5.913723	5.870956	6.176693	5.782499	6.045327	6.280422
220092_s_at	4.554607	4.84918	5.334599	4.442971	4.641406	4.955217
220093_at	7.354062	7.371173	7.394928	6.990782	7.021575	7.247828
220094_s_at	8.312128	7.966267	8.477349	8.523184	9.356447	9.024382
220095_at	6.144701	6.026111	6.279318	5.976092	6.194735	6.383481
220096_at	6.130944	5.69937	5.981531	6.051251	5.923306	5.842472
220097_s_at	6.892894	6.665477	6.74953	6.921044	6.604078	6.748967
220098_at	5.588049	5.127843	5.227803	5.148716	5.317791	5.47061
220099_s_at	8.098379	8.562435	9.003646	8.680914	9.255862	8.74578
220100_at	5.52922	5.451618	5.442531	5.575645	5.51138	5.348206
220101_x_at	5.707133	5.837856	5.841079	5.700343	5.797752	5.745861
220102_at	4.820207	4.810689	4.786196	4.872625	4.809235	4.795167
220103_s_at	3.960734	3.970949	3.982626	4.032522	4.114721	4.185773
220104_at	5.025659	5.542969	5.691823	5.439913	4.688109	5.644306
220105_at	5.748353	5.466256	5.549302	5.508616	5.67425	5.605732
220106_at	7.017125	6.806428	6.770115	6.699221	6.741845	6.847179
220107_s_at	5.947334	5.518478	5.196412	5.872076	5.743702	5.642726
220108_at	7.60325	7.037106	6.595187	7.145495	6.710262	6.710219
220109_at	3.290775	3.314847	3.455371	3.420944	3.418643	3.438627
220110_s_at	5.736929	5.49922	5.508349	5.881337	5.769165	5.646146
220111_s_at	5.923217	5.7759	5.467576	5.914756	6.138796	5.736373
220112_at	5.983848	5.768769	5.870336	5.756851	5.93113	5.954343
220113_x_at	7.884683	7.396126	6.846825	7.75912	7.481556	7.262823
220114_s_at	6.960453	6.284295	6.209776	6.394506	6.741231	6.501755
220115_s_at	4.859406	4.400964	4.420604	4.570933	4.642049	4.888388
220116_at	4.320824	4.597285	4.334357	5.679136	4.461038	4.141735
220117_at	4.829649	5.147335	4.294146	4.895632	4.67457	4.132862
220118_at	4.6675	4.738128	4.578796	4.602456	4.674759	4.503752
220119_at	6.369868	5.96023	5.936989	5.736968	5.996129	6.283823
220120_s_at	4.58075	4.307707	4.320545	4.034407	4.310028	4.600472
220121_at	4.048045	3.692021	3.86513	3.771471	3.756375	3.946193
220122_at	5.601088	5.81486	5.50131	6.801936	5.651735	5.701331
220123_at	3.56614	3.794473	3.615169	3.598512	3.670002	3.744436
220124_at	4.110817	3.958947	4.336997	4.191385	4.237624	4.372138
220125_at	6.295825	5.883379	5.496607	5.917902	5.822985	5.775363
220126_at	6.715032	6.664231	6.481635	6.37653	6.598626	6.631328
220127_s_at	8.714028	8.322325	8.794642	8.716302	9.523173	8.779584
220128_s_at	8.423436	8.176262	7.746123	8.154581	7.959364	8.158432
220129_at	5.021617	4.854279	4.809853	4.78855	4.742512	4.869583
220130_x_at	5.52674	5.439144	5.883152	5.811468	5.781422	5.266743
220131_at	6.060667	5.989194	5.949476	6.154345	6.073349	6.169499
220132_s_at	4.030649	4.00707	3.909024	4.090546	3.965396	3.955344
220133_at	5.185231	5.12842	4.675095	4.776359	4.937184	5.427056
220134_x_at	7.138045	7.213458	7.301351	7.174392	7.145183	6.718173
220135_s_at	6.351537	5.670784	5.761862	6.045913	6.073073	5.921177
220136_s_at	5.3502	5.243091	5.128571	5.196116	5.079884	5.17795
220137_at	7.099358	6.367808	6.836674	6.944	7.429314	6.524475
220138_at	6.569568	6.290965	5.993291	6.084422	6.32701	6.343651
220139_at	5.638544	5.576369	5.482564	5.45695	5.453142	5.710472
220140_s_at	8.121545	8.474636	8.338407	8.873703	7.979962	8.408552
220141_at	5.177598	5.260025	6.536244	5.247867	5.487887	4.862506
220142_at	5.9862	6.076832	5.709986	6.122366	6.146963	6.085401
220143_x_at	7.249596	7.251548	7.005099	7.817116	7.62652	7.097254
220144_s_at	4.846487	4.631905	5.822017	4.57924	4.377344	4.702066
220145_at	6.414239	5.636925	5.202297	6.915003	5.559547	5.316695
220146_at	5.431883	6.123933	8.623315	5.844403	5.274988	5.42606
220147_s_at	9.229363	9.504943	9.616825	9.85944	12.205273	9.95437
220148_at	4.827629	4.194334	4.45656	5.39091	4.147141	4.061339
220149_at	8.192673	7.738353	6.877157	6.949932	7.323153	7.378537
220150_s_at	6.802581	6.460676	6.291408	6.23765	6.30793	6.443796
220151_at	5.849007	5.666277	5.563821	5.664994	5.755014	5.839584
220152_at	6.129143	5.588675	5.509644	5.693521	5.770358	5.613792
220153_at	6.593607	6.6754	6.382965	6.623164	6.295651	6.598214
220154_at	4.122705	4.082707	4.113948	4.00551	4.049435	4.2488
220155_s_at	8.876079	8.825292	9.350351	8.8075	8.720038	8.722408
220156_at	5.932432	5.845678	5.711305	5.859794	5.870707	5.857217
220157_x_at	7.267433	7.170462	7.25922	7.091998	8.197731	7.370625
220158_at	6.002192	5.897388	5.575785	5.862723	5.896912	5.801529
220159_at	5.094679	5.530713	4.723372	4.644117	5.139487	5.056013
220160_s_at	7.618736	7.244164	7.048755	7.37853	7.050981	7.244813
220161_s_at	8.723663	7.990435	8.931826	7.879369	8.491262	8.134254
220162_s_at	6.618079	6.067089	6.723347	6.206146	6.508437	7.216021
220163_s_at	7.027842	6.840704	7.079218	6.919466	6.891974	7.055927
220164_s_at	5.343452	5.245011	5.178218	5.154211	5.484523	5.47531
220165_at	7.930312	7.5527	7.504047	7.62701	7.716799	7.599433
220166_at	6.134776	5.572453	5.463148	5.684036	5.814402	5.730504
220167_s_at	6.917536	6.887477	6.233212	6.591743	6.499989	6.685226
220168_at	4.135155	4.365505	3.924001	4.217526	4.543806	4.222284
220169_at	3.730726	3.786752	3.763788	3.770807	3.839833	3.734857
220170_at	4.55613	4.351954	4.196966	4.595541	4.477161	4.290944
220171_x_at	3.884181	4.030378	4.361646	4.297887	4.800665	4.256746
220172_at	4.738771	4.825561	5.029494	4.725264	4.887443	5.033578
220173_at	7.183636	7.506041	7.153431	7.388136	7.037345	6.827682
220174_at	6.930733	6.883084	7.134911	6.471677	6.529765	6.393034
220175_s_at	7.440564	8.867227	8.443816	7.962223	7.373123	7.880158
220176_at	4.424674	4.380825	4.595731	4.619643	4.416889	4.068022
220177_s_at	7.43002	6.413573	6.463015	8.838334	7.656144	7.483402
220178_at	6.478427	6.469043	6.915747	6.718506	6.762695	6.658621
220179_at	5.11417	5.088491	4.762238	4.69313	4.904318	4.77785
220180_at	4.982192	4.75875	4.956454	4.810461	5.014734	5.256833
220181_x_at	7.00696	6.835626	7.151909	6.878412	6.951154	7.226707
220182_at	5.975346	5.377227	5.411969	5.631073	5.663682	5.560599
220183_s_at	4.407921	4.652273	4.8619	4.505375	4.405555	4.781867
220184_at	6.314995	5.788115	5.945122	5.866391	6.239868	6.011868
220185_at	7.293911	7.243996	7.24912	7.562286	7.250646	7.198489
220186_s_at	6.257314	6.04175	6.051098	6.099161	5.984261	5.95315
220187_at	4.141969	3.560676	4.001994	3.735763	3.695286	3.739309
220188_at	4.822492	4.804593	4.709584	4.759659	4.796415	5.121379
220189_s_at	6.78031	7.691019	7.680351	7.277714	7.099532	7.319269
220190_s_at	3.499359	3.489035	3.537171	3.514996	3.601245	3.439162
220191_at	5.339898	5.191277	5.210189	5.289971	5.267058	5.300398
220192_x_at	10.400601	9.774019	6.476785	10.262057	6.671906	7.04781
220193_at	6.412401	6.377595	6.227909	5.979836	6.183278	5.778733
220194_at	5.346378	5.081758	4.819899	5.150859	5.022073	5.11693
220195_at	6.482703	6.56431	6.186624	6.345486	6.215911	6.242259
220196_at	5.39914	5.347315	7.357674	5.215376	5.578427	8.086325
220197_at	5.713518	5.083532	5.946926	5.632366	5.736774	5.738036
220198_s_at	4.308042	4.131241	4.246829	4.061258	4.033057	4.050832
220199_s_at	7.029228	7.628694	8.705345	7.336944	7.776608	7.924418
220200_s_at	5.392743	4.959052	5.440544	5.347645	5.461559	5.871295
220201_at	6.551676	6.64336	6.799561	6.440526	6.43935	6.785127
220202_s_at	7.189788	7.787379	8.447564	8.100856	7.827572	8.10255
220203_at	7.724546	7.300273	7.113029	7.902518	7.49422	7.514978
220204_s_at	5.567763	5.283902	5.177801	5.887397	5.838732	5.348094
220205_at	3.876484	4.013426	3.958841	3.903747	3.9084	3.953474
220206_at	6.128281	6.527092	7.311532	6.105436	6.388721	6.641573
220207_at	6.828402	6.337755	6.647653	6.461522	6.486749	6.429698
220208_at	6.571556	6.427112	6.520969	6.319668	6.265965	6.560552
220209_at	7.048652	6.589979	6.346867	6.710614	6.646469	6.592229
220210_at	5.852198	5.8419	5.794726	5.887844	5.661898	5.639658
220211_at	4.504941	4.343948	4.425179	4.378354	4.459907	4.579651
220212_s_at	7.958562	7.606097	8.760756	8.071148	8.332815	8.149802
220213_at	7.165532	6.855782	6.925613	7.339737	7.037117	6.913521
220214_at	6.418224	6.245644	6.009574	6.093788	5.785423	6.215559
220215_at	6.567293	6.337861	6.323754	6.256252	6.284171	6.22931
220216_at	4.708034	5.153839	4.717523	5.215096	5.120462	5.078545
220217_x_at	6.506444	6.023513	6.026366	6.297358	6.236201	6.193511
220218_at	4.751401	4.653488	4.530767	4.538861	4.727637	4.642439
220219_s_at	5.361069	5.205929	5.008245	5.495758	5.021699	4.971217
220220_at	3.543593	3.665647	3.642435	3.755739	3.683915	3.874358
220221_at	5.999935	5.66422	5.357235	5.814027	5.597067	5.791945
220222_at	5.065925	4.581044	4.786441	4.869199	4.946453	4.749904
220223_at	5.637801	5.608516	5.594333	5.840862	5.929761	5.816928
220224_at	5.796476	5.258729	5.224987	5.493733	5.462975	5.606472
220225_at	7.515909	6.459707	6.585535	7.0877	7.569136	7.262604
220226_at	6.174163	5.84761	5.847239	5.817046	6.000576	5.773889
220227_at	6.443044	5.967388	5.854389	5.950547	6.041581	6.046456
220228_at	4.117948	4.127654	3.987082	4.011686	4.030574	4.018685
220229_s_at	4.146969	4.154081	4.113156	4.33018	4.273709	4.134167
220230_s_at	6.841705	6.657485	8.192054	6.91422	7.628005	8.498482
220231_at	6.116417	5.826609	5.817656	5.848762	6.023135	5.859154
220232_at	6.802889	6.497405	6.234809	7.403634	6.575167	6.324886
220233_at	7.062895	6.99413	6.906703	7.798324	9.041018	7.475264
220234_at	5.71909	5.711764	5.447299	6.960909	6.351759	5.644648
220235_s_at	6.738885	7.283942	8.233209	6.68546	6.258997	7.619478
220236_at	5.570044	5.387151	5.507246	5.132175	5.781424	5.485833
220237_at	4.114584	4.135609	4.123767	4.084812	4.391914	4.12524
220238_s_at	3.68531	3.686036	4.554021	3.564401	3.912325	4.541946
220239_at	5.634454	5.551064	7.428347	5.754156	6.250773	7.066877
220240_s_at	5.710703	6.392537	6.590187	5.643813	6.235119	6.28935
220241_at	3.961368	4.099467	4.450431	4.157818	4.120315	4.168872
220242_x_at	6.508675	6.347103	6.25777	6.484184	6.144834	6.067123
220243_at	6.95806	6.837258	6.333304	6.535855	6.814107	6.797602
220244_at	7.426733	7.033803	6.921982	6.827625	6.934687	6.931392
220245_at	6.654891	6.291847	6.247899	6.148268	6.063873	6.266648
220246_at	6.427325	5.674164	6.26988	5.89269	6.020374	5.580153
220247_at	3.750051	3.641733	3.808061	3.751009	3.877277	3.708477
220248_x_at	8.359302	8.687085	9.052618	9.093997	8.037552	7.899367
220249_at	5.96141	5.962134	5.704849	5.68249	5.730968	5.857619
220250_at	5.673833	5.774971	5.515672	5.695336	5.686309	5.814608
220251_at	7.157184	6.851896	6.895362	6.910474	7.60694	7.515829
220252_x_at	5.509223	5.669195	5.769693	5.719212	5.437827	5.28322
220253_s_at	3.560334	3.824387	4.053287	3.87821	3.622952	4.26559
220254_at	3.366605	3.502919	3.573537	3.406918	3.470158	3.712314
220255_at	6.579301	6.645408	6.943518	6.433363	7.060724	7.294775
220256_s_at	7.084489	7.2021	7.065308	7.069323	7.02754	7.128028
220257_x_at	6.168691	5.839717	5.872495	5.698775	5.890652	5.928637
220258_s_at	6.531171	6.669482	6.651354	6.656551	6.570253	6.521936
220259_at	4.463475	4.620819	4.717775	4.835445	4.933282	4.689784
220260_at	6.514648	7.057024	6.503695	6.658561	6.431022	6.588748
220261_s_at	6.559016	7.882101	8.075738	7.906871	7.577488	8.043463
220262_s_at	6.880181	6.502271	6.835301	6.62085	6.705834	6.68153
220263_at	5.727952	5.388255	5.056561	5.193658	5.289755	5.567286
220264_s_at	7.21496	7.185792	7.199984	7.158872	7.107982	7.204171
220265_at	4.761055	4.882465	5.315109	4.75691	4.852756	4.66284
220266_s_at	6.838936	6.041996	6.060481	6.212601	6.05536	6.454759
220267_at	5.008936	4.899175	4.977705	4.992074	5.015562	5.013552
220268_at	4.080172	4.067006	4.026762	3.964153	4.070257	4.057429
220269_at	3.953745	4.052608	4.017141	4.128907	3.957791	4.175405
220270_at	5.307579	5.513444	5.173887	5.118935	5.025165	5.457354
220271_x_at	5.274212	5.177346	4.815521	5.055532	5.130253	5.015603
220272_at	7.34296	7.540235	7.774573	7.441596	7.236024	6.781185
220273_at	4.938074	4.552833	4.654176	4.441806	4.579757	4.643323
220274_at	6.266378	6.196777	5.862274	6.258639	5.97413	6.234162
220275_at	6.2843	5.85874	6.015177	6.091877	6.201562	6.491476
220276_at	4.375554	4.492587	4.285504	4.350558	4.684668	4.422296
220277_at	7.747665	7.204653	6.802994	7.597882	7.830294	7.00538
220278_at	4.759198	4.844512	5.211948	4.742536	4.738229	5.28322
220279_at	5.245567	5.776891	5.522979	5.70479	5.470897	5.376312
220280_s_at	5.972803	5.809914	5.878876	5.809363	5.884356	5.849011
220281_at	3.595232	3.549535	3.529539	3.751555	3.614064	3.798242
220282_at	5.991794	5.948871	5.604939	5.714611	5.714419	5.976111
220283_at	7.822457	6.122049	5.827623	5.877803	6.069666	6.360212
220284_at	7.13588	6.90523	6.556148	6.93905	6.989588	7.004487
220285_at	6.12367	5.666738	5.762166	5.595001	5.674553	5.821438
220286_at	6.126027	5.929356	5.840759	5.899551	6.034211	6.156035
220287_at	6.684065	6.125256	5.701811	6.255302	6.090396	6.316521
220288_at	5.863614	5.702723	5.501441	5.612804	5.866358	5.727765
220289_s_at	5.967621	5.514526	6.068403	5.654199	5.678151	5.208818
220290_at	6.2049	5.914347	5.882461	5.891126	6.101342	6.194173
220291_at	7.631737	7.226736	7.370935	7.278198	7.392445	7.185509
220292_at	7.014009	6.933238	6.504699	6.890595	6.856139	6.802154
220293_at	7.369957	5.13323	5.509644	4.893708	4.723133	4.772474
220294_at	3.742485	3.793897	3.749671	3.766236	3.748013	3.741632
220295_x_at	5.342928	5.347721	6.128998	5.365898	5.168847	6.685119
220296_at	7.448242	7.048116	6.359033	6.759258	6.209227	6.320312
220297_at	5.084562	5.123788	4.840572	4.970309	4.777589	4.667755
220298_s_at	4.506289	4.232992	4.478036	4.716276	4.231524	4.498783
220299_at	6.013895	5.858513	5.868581	6.040831	5.482227	5.941684
220300_at	5.831793	6.088086	5.960872	6.139931	6.274727	6.010864
220301_at	3.896138	3.715836	3.70984	3.440047	4.000309	3.668627
220302_at	4.62197	4.517653	4.253526	4.53849	4.660443	4.598345
220303_at	7.087262	6.705224	6.846	6.83626	6.772579	6.927564
220304_s_at	4.647448	4.607052	4.521602	4.605016	4.681039	4.783707
